run_id,status,return_code,started_at,finished_at,wall_duration_s,command_sha256,algorithm_group_id,point_id,accelerator,repetition,scan_point_count,detector_height,detector_width,num_epochs,batch_size,dataset_id,io_load_time_s,setup_time_s,task_setup_time_s,reconstruction_run_time_s,save_time_s,total_time_s,power_trace_path,log_path
run-00001,success,0,2026-08-18T19:49:40.792262Z,2026-08-18T19:49:49.841916Z,9.049637,6ff06fd95c6135744bb77d835b03736e98ee7be6f9090182f0d611fd3a8079dc,pie,p001,GH200,1,64,64,64,2,1,p001-n64-d64-o128-p64-seed20260818-v1,0.140778,0.005173,0.118490,1.043071,0.003230,1.311746,/Users/zhongzheng/Desktop/workspace/agentic-scientific-modeling/runs/ptychi_001/remote_results/v002/GH200/job-993140/results/runs/run-00001/power.csv,/Users/zhongzheng/Desktop/workspace/agentic-scientific-modeling/runs/ptychi_001/remote_results/v002/GH200/job-993140/results/runs/run-00001/run.log
